Account 12:20:40.637 [pool-3-thread-1] ERROR org.jsxm.jsxmcore.util.XML - IOException : No 'definitions.xml' file. Continue with no definitions.
Account 12:20:40.645 [pool-3-thread-1] INFO  org.jsxm.jsxmcore.core.SXMBaseGeneration - TYPES USED in the specification: 
Account 12:20:41.230 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 140 : [open,deposit,deposit,deposit,readbalance,open] 
Account 12:20:41.230 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 141 : [open,deposit,deposit,deposit,readbalance,close] 
Account 12:20:41.230 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 142 : [open,deposit,deposit,deposit,readbalance,deposit] 
Account 12:20:41.230 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 143 : [open,deposit,deposit,withdrawN,deposit,open] 
Account 12:20:41.230 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 144 : [open,deposit,deposit,withdrawN,deposit,close] 
Account 12:20:41.230 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 145 : [open,deposit,deposit,withdrawN,deposit,deposit] 
Account 12:20:41.230 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 146 : [open,deposit,deposit,withdrawN,withdrawN,open] 
Account 12:20:41.230 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 147 : [open,deposit,deposit,withdrawN,withdrawN,close] 
Account 12:20:41.230 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 148 : [open,deposit,deposit,withdrawN,withdrawN,deposit] 
Account 12:20:41.230 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 149 : [open,deposit,deposit,withdrawN,withdraw0,open] 
Account 12:20:41.230 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 150 : [open,deposit,deposit,withdrawN,withdraw0,close] 
Account 12:20:41.230 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 151 : [open,deposit,deposit,withdrawN,withdraw0,deposit] 
Account 12:20:41.231 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 152 : [open,deposit,deposit,withdrawN,readbalance,open] 
Account 12:20:41.231 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 153 : [open,deposit,deposit,withdrawN,readbalance,close] 
Account 12:20:41.231 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 154 : [open,deposit,deposit,withdrawN,readbalance,deposit] 
Account 12:20:41.231 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 155 : [open,deposit,deposit,withdraw0,close,open] 
Account 12:20:41.231 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 156 : [open,deposit,deposit,withdraw0,close,close] 
Account 12:20:41.231 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 157 : [open,deposit,deposit,withdraw0,close,deposit] 
Account 12:20:41.231 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 158 : [open,deposit,deposit,withdraw0,deposit,open] 
Account 12:20:41.231 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 159 : [open,deposit,deposit,withdraw0,deposit,close] 
Account 12:20:41.231 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 160 : [open,deposit,deposit,withdraw0,deposit,deposit] 
Account 12:20:41.231 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 161 : [open,deposit,deposit,withdraw0,readbalance,open] 
Account 12:20:41.231 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 162 : [open,deposit,deposit,withdraw0,readbalance,close] 
Account 12:20:41.231 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 163 : [open,deposit,deposit,withdraw0,readbalance,deposit] 
Account 12:20:41.231 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 164 : [open,deposit,deposit,readbalance,deposit,open] 
Account 12:20:41.232 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 165 : [open,deposit,deposit,readbalance,deposit,close] 
Account 12:20:41.232 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 166 : [open,deposit,deposit,readbalance,deposit,deposit] 
Account 12:20:41.232 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 167 : [open,deposit,deposit,readbalance,withdrawN,open] 
Account 12:20:41.232 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 168 : [open,deposit,deposit,readbalance,withdrawN,close] 
Account 12:20:41.232 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 169 : [open,deposit,deposit,readbalance,withdrawN,deposit] 
Account 12:20:41.232 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 170 : [open,deposit,deposit,readbalance,withdraw0,open] 
Account 12:20:41.232 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 171 : [open,deposit,deposit,readbalance,withdraw0,close] 
Account 12:20:41.232 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 172 : [open,deposit,deposit,readbalance,withdraw0,deposit] 
Account 12:20:41.232 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 173 : [open,deposit,deposit,readbalance,readbalance,open] 
Account 12:20:41.232 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 174 : [open,deposit,deposit,readbalance,readbalance,close] 
Account 12:20:41.232 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 175 : [open,deposit,deposit,readbalance,readbalance,deposit] 
Account 12:20:41.232 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 176 : [open,deposit,withdrawN,deposit,deposit,open] 
Account 12:20:41.232 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 177 : [open,deposit,withdrawN,deposit,deposit,close] 
Account 12:20:41.232 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 178 : [open,deposit,withdrawN,deposit,deposit,deposit] 
Account 12:20:41.232 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 179 : [open,deposit,withdrawN,deposit,withdrawN,open] 
Account 12:20:41.232 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 180 : [open,deposit,withdrawN,deposit,withdrawN,close] 
Account 12:20:41.232 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 181 : [open,deposit,withdrawN,deposit,withdrawN,deposit] 
Account 12:20:41.232 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 182 : [open,deposit,withdrawN,deposit,withdraw0,open] 
Account 12:20:41.232 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 183 : [open,deposit,withdrawN,deposit,withdraw0,close] 
Account 12:20:41.232 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 184 : [open,deposit,withdrawN,deposit,withdraw0,deposit] 
Account 12:20:41.232 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 185 : [open,deposit,withdrawN,deposit,readbalance,open] 
Account 12:20:41.232 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 186 : [open,deposit,withdrawN,deposit,readbalance,close] 
Account 12:20:41.232 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 187 : [open,deposit,withdrawN,deposit,readbalance,deposit] 
Account 12:20:41.232 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 188 : [open,deposit,withdrawN,withdrawN,deposit,open] 
Account 12:20:41.232 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 189 : [open,deposit,withdrawN,withdrawN,deposit,close] 
Account 12:20:41.232 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 190 : [open,deposit,withdrawN,withdrawN,deposit,deposit] 
Account 12:20:41.232 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 191 : [open,deposit,withdrawN,withdrawN,withdrawN,open] 
Account 12:20:41.232 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 192 : [open,deposit,withdrawN,withdrawN,withdrawN,close] 
Account 12:20:41.232 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 193 : [open,deposit,withdrawN,withdrawN,withdrawN,deposit] 
Account 12:20:41.232 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 194 : [open,deposit,withdrawN,withdrawN,withdraw0,open] 
Account 12:20:41.232 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 195 : [open,deposit,withdrawN,withdrawN,withdraw0,close] 
Account 12:20:41.232 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 196 : [open,deposit,withdrawN,withdrawN,withdraw0,deposit] 
Account 12:20:41.232 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 197 : [open,deposit,withdrawN,withdrawN,readbalance,open] 
Account 12:20:41.233 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 198 : [open,deposit,withdrawN,withdrawN,readbalance,close] 
Account 12:20:41.233 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 199 : [open,deposit,withdrawN,withdrawN,readbalance,deposit] 
Account 12:20:41.233 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 200 : [open,deposit,withdrawN,withdraw0,close,open] 
Account 12:20:41.233 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 201 : [open,deposit,withdrawN,withdraw0,close,close] 
Account 12:20:41.233 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 202 : [open,deposit,withdrawN,withdraw0,close,deposit] 
Account 12:20:41.233 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 203 : [open,deposit,withdrawN,withdraw0,deposit,open] 
Account 12:20:41.233 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 204 : [open,deposit,withdrawN,withdraw0,deposit,close] 
Account 12:20:41.233 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 205 : [open,deposit,withdrawN,withdraw0,deposit,deposit] 
Account 12:20:41.233 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 206 : [open,deposit,withdrawN,withdraw0,readbalance,open] 
Account 12:20:41.233 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 207 : [open,deposit,withdrawN,withdraw0,readbalance,close] 
Account 12:20:41.233 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 208 : [open,deposit,withdrawN,withdraw0,readbalance,deposit] 
Account 12:20:41.233 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 209 : [open,deposit,withdrawN,readbalance,deposit,open] 
Account 12:20:41.233 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 210 : [open,deposit,withdrawN,readbalance,deposit,close] 
Account 12:20:41.233 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 211 : [open,deposit,withdrawN,readbalance,deposit,deposit] 
Account 12:20:41.233 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 212 : [open,deposit,withdrawN,readbalance,withdrawN,open] 
Account 12:20:41.233 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 213 : [open,deposit,withdrawN,readbalance,withdrawN,close] 
Account 12:20:41.233 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 214 : [open,deposit,withdrawN,readbalance,withdrawN,deposit] 
Account 12:20:41.233 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 215 : [open,deposit,withdrawN,readbalance,withdraw0,open] 
Account 12:20:41.233 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 216 : [open,deposit,withdrawN,readbalance,withdraw0,close] 
Account 12:20:41.233 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 217 : [open,deposit,withdrawN,readbalance,withdraw0,deposit] 
Account 12:20:41.233 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 218 : [open,deposit,withdrawN,readbalance,readbalance,open] 
Account 12:20:41.233 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 219 : [open,deposit,withdrawN,readbalance,readbalance,close] 
Account 12:20:41.233 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 220 : [open,deposit,withdrawN,readbalance,readbalance,deposit] 
Account 12:20:41.233 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 221 : [open,deposit,withdraw0,deposit,deposit,open] 
Account 12:20:41.234 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 222 : [open,deposit,withdraw0,deposit,deposit,close] 
Account 12:20:41.234 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 223 : [open,deposit,withdraw0,deposit,deposit,deposit] 
Account 12:20:41.234 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 224 : [open,deposit,withdraw0,deposit,withdrawN,open] 
Account 12:20:41.234 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 225 : [open,deposit,withdraw0,deposit,withdrawN,close] 
Account 12:20:41.234 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 226 : [open,deposit,withdraw0,deposit,withdrawN,deposit] 
Account 12:20:41.234 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 227 : [open,deposit,withdraw0,deposit,withdraw0,open] 
Account 12:20:41.234 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 228 : [open,deposit,withdraw0,deposit,withdraw0,close] 
Account 12:20:41.234 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 229 : [open,deposit,withdraw0,deposit,withdraw0,deposit] 
Account 12:20:41.234 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 230 : [open,deposit,withdraw0,deposit,readbalance,open] 
Account 12:20:41.234 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 231 : [open,deposit,withdraw0,deposit,readbalance,close] 
Account 12:20:41.234 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 232 : [open,deposit,withdraw0,deposit,readbalance,deposit] 
Account 12:20:41.234 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 233 : [open,deposit,withdraw0,readbalance,close,open] 
Account 12:20:41.234 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 234 : [open,deposit,withdraw0,readbalance,close,close] 
Account 12:20:41.234 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 235 : [open,deposit,withdraw0,readbalance,close,deposit] 
Account 12:20:41.234 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 236 : [open,deposit,withdraw0,readbalance,deposit,open] 
Account 12:20:41.234 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 237 : [open,deposit,withdraw0,readbalance,deposit,close] 
Account 12:20:41.234 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 238 : [open,deposit,withdraw0,readbalance,deposit,deposit] 
Account 12:20:41.234 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 239 : [open,deposit,withdraw0,readbalance,readbalance,open] 
Account 12:20:41.234 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 240 : [open,deposit,withdraw0,readbalance,readbalance,close] 
Account 12:20:41.234 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 241 : [open,deposit,withdraw0,readbalance,readbalance,deposit] 
Account 12:20:41.234 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 242 : [open,deposit,readbalance,deposit,deposit,open] 
Account 12:20:41.234 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 243 : [open,deposit,readbalance,deposit,deposit,close] 
Account 12:20:41.234 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 244 : [open,deposit,readbalance,deposit,deposit,deposit] 
Account 12:20:41.234 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 245 : [open,deposit,readbalance,deposit,withdrawN,open] 
Account 12:20:41.234 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 246 : [open,deposit,readbalance,deposit,withdrawN,close] 
Account 12:20:41.234 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 247 : [open,deposit,readbalance,deposit,withdrawN,deposit] 
Account 12:20:41.234 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 248 : [open,deposit,readbalance,deposit,withdraw0,open] 
Account 12:20:41.234 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 249 : [open,deposit,readbalance,deposit,withdraw0,close] 
Account 12:20:41.234 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 250 : [open,deposit,readbalance,deposit,withdraw0,deposit] 
Account 12:20:41.234 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 251 : [open,deposit,readbalance,deposit,readbalance,open] 
Account 12:20:41.234 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 252 : [open,deposit,readbalance,deposit,readbalance,close] 
Account 12:20:41.234 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 253 : [open,deposit,readbalance,deposit,readbalance,deposit] 
Account 12:20:41.234 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 254 : [open,deposit,readbalance,withdrawN,deposit,open] 
Account 12:20:41.234 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 255 : [open,deposit,readbalance,withdrawN,deposit,close] 
Account 12:20:41.234 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 256 : [open,deposit,readbalance,withdrawN,deposit,deposit] 
Account 12:20:41.235 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 257 : [open,deposit,readbalance,withdrawN,withdrawN,open] 
Account 12:20:41.235 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 258 : [open,deposit,readbalance,withdrawN,withdrawN,close] 
Account 12:20:41.235 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 259 : [open,deposit,readbalance,withdrawN,withdrawN,deposit] 
Account 12:20:41.235 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 260 : [open,deposit,readbalance,withdrawN,withdraw0,open] 
Account 12:20:41.235 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 261 : [open,deposit,readbalance,withdrawN,withdraw0,close] 
Account 12:20:41.235 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 262 : [open,deposit,readbalance,withdrawN,withdraw0,deposit] 
Account 12:20:41.235 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 263 : [open,deposit,readbalance,withdrawN,readbalance,open] 
Account 12:20:41.235 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 264 : [open,deposit,readbalance,withdrawN,readbalance,close] 
Account 12:20:41.235 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 265 : [open,deposit,readbalance,withdrawN,readbalance,deposit] 
